btc
715651
694335
684243
679239
700627
721089
716697
713542
688904
686543
693540
706181
682114
713155
717926
742003
814788
796762
807148
799013
773790
766652
782851
795904
758238
751120
743321
744679
724898
704454
705207
690700
715464
696533
729586
696588
692977
688140
697650
692188
706175
688327
727152
700882
757066
771162
781163
778266
827144
844030
847830
868340
898208
908315
888879
891218
874574
905040
932740
847189
818888
819798
818107
841055
823513
822517
755468
715993
706136
700991
704226
716237
699232
731662
744155
746831
720629
718151
728901
710937
719871
697269
705368
685782
649348
679171
668597
691998
672419
693563
660767
736441
751562
741300
749975
726441
730457
719389
746913
703516
733310
756197
749583
830681
835295
842759
840606
833264
827479
844905
838804
833961
824313
818946
828699
789279
806530
808678
816057
834113
842477
892590
935786
945392
904128
917200
895177
921471
940384
976336
977325
954681
973212
993113
1007039
1010974
1023860
1057802
1056467
1050635
1070560
1015918
1013493
1015504
1033615
1021170
996152
1022849
976946
1013857
980147
953691
943722
963122
892363
868471
841899
857572
886829
861550
839460
847057
741374
741308
727612
746553
742995
714549
737194
720775
786729
734386
727188
735125
731063
772452
846406
834122
849605
893913
894311
921648
925397
932736
955532
906822
829125
815943
865052
867597
863582
959743
968433
999091
939570
1004957
1001969
1077299
1138974
1250343
1215849
1200322
1168110
1144673
1158702
1157029
1122273
1050410
1053437
1109313
1054569
1137642
1193806
1297152
1178894
1189376
1091858
1082140
1036602
934361
976118
903176
929739
870381
923396
826333
860194
652592
875690
996664
955897
1092476
1087452
1163152
1226618
1247777
1249673
1220742
1262344
1266867
1225957
1209404
1279903
1492052
1363564
1369012
1324203
1355490
1738655
1690763
1750678
1763028
1707610
1834312
1845553
1883626
1931984
2047219
1819531
1788935
1750245
1665757
1587760
1656187
1479672
1721602
1668876
1841033
1848630
1550994
1667016
1778569
1593787
1830241
1875889
2022145
2126783
2214558
2209283
1989046
1895237
1941908
1933007
1905039
1818393
1673591
1820944
1580145
1471159
1225148
1299437
1264456
1233381
1234384
1153536
1117038
1138710
1093657
1048567
988444
948234
925468
945425
921410
923098
882652
875394
868099
882779
845315
801679
791935
714078
785832
765882
806632
866073
827687
797783
844983
861002
828976
805927
775693
729017
689863
704915
663574
662773
656882
661909
647263
688504
674718
683720
680935
639563
638945
634682
646682
640736
641376
626833
603830
535745
529605
521692
502668
494927
487560
490673
480618
487987
489139
488197
489003
470316
470544
476947
434942
433470
414530
416338
394294
